屬性,品種,性別,體型,顏色,年紀,結紮,疫苗,地點,網址
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73188>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c8ad8b23-8de7-48a8-9cf3-72341c11c7f4_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73189>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/05f0a119-4302-4cd7-a56e-3c10a9858d63_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73190>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/fc3d0d2e-e046-4a7b-a784-1bdc55f79658_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73191>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/74359553-9332-47c4-9e12-1b1dc053f305_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73192>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b4035027-1437-49af-924d-13995b13afdc_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73193>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/eced8ca5-8db9-4566-84d8-39e0841373e9_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73194>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/26f14a56-2e37-433d-a593-8144796c5c85_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73195>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/fe86f3e0-5c40-45ef-976e-8bd50b6081ae_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73196>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/70f43cc3-f3ea-411b-8154-b329bbcff98a_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73197>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/edb63b41-cb0a-40e3-80e9-561a555850b5_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73198>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/9caa9832-8800-4a0b-a824-0d0ebc1f3a9e_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73199>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/85f20ad9-e550-4503-a8a9-54e6bec409b1_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73200>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/43aba914-09aa-4169-a534-98fe68b3679a_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73201>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/573e238c-ba37-48aa-992b-c5497ffa8740_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73202>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4b2d0582-a74a-4f6f-aaa9-aa6395a2d521_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73203>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2eb8e28d-06b7-4ba9-bb34-494c837e1e62_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73204>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/5558a013-656a-4408-9e0d-1bc9e709f877_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73205>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4f96f75d-1133-4589-ac29-37aceafdca67_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73206>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/43daa3f5-71a3-4465-9adc-18fbb352264c_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73207>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b179877a-82b7-4cad-a23a-735e75dc37e0_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市淡水區公立動物之家 ,"('<73208>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/693d98a8-3f67-45db-8dcb-c2481eb21637_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新北市板橋區公立動物之家 ,"('<73209>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a115cf9d-66a7-468c-b051-294632ba4d1a_org.jpg')"
屬性: 狗,品種：其他犬,性別： 母,體型： BIG,顏色：棕色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市板橋區公立動物之家 ,"('<73210>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4f4fb28e-d20f-457c-b8e2-3fa60f3a8b0d_org.jpg')"
屬性: 狗,品種：其他犬,性別： 公,體型： BIG,顏色：棕色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市板橋區公立動物之家 ,"('<73211>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/cdb260bf-a900-4912-96a7-78f3524dad4a_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新北市板橋區公立動物之家 ,"('<73212>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ec82facf-b521-440d-8f78-5dddf841c020_org.jpg')"
屬性: 其他,品種：混種,性別： 母,體型： SMALL,顏色：花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73213>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a2eeb003-400a-4f8b-9c69-8b4b2db5fc7d_org.JPG')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73214>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/fc60e051-6f61-40df-a3b0-c22c4c53e0df_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73215>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c736d03c-7014-4721-925b-8c27a57e5b74_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市新店區公立動物之家 ,"('<73216>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d520dd3a-c115-4f8a-93fd-60fd864c430f_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<73217>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/3eb54ad7-7b07-4efd-93fc-90ea6b3c7648_org.JPG')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73218>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/80de2b3b-c453-4594-acdc-acc2961f4dc0_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73219>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ea723989-5f38-4ae0-aac4-345ab0099913_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<73220>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/22a306ba-53b7-44d2-8e7e-6835bb3de8b5_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73221>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8aecd549-1372-47a7-ab7d-d5971c77f4a0_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市淡水區公立動物之家 ,"('<73222>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/583a26d0-da46-42dd-a68c-9231049e975d_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市淡水區公立動物之家 ,"('<73223>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/908491e4-b528-46d5-9b50-63ab359299ac_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<73224>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/27a7121c-20cb-473d-97f2-0e6f0add8e7e_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73225>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/16f0d3ea-4aa3-4d9a-94e9-770c93e1e6a5_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73226>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/dc7869ae-fb92-45a4-8c63-edecc394cd49_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73227>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/08dae66c-b9df-44d3-8f52-8d4ddd67e7fd_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73228>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/591a4fe6-69ab-4bbd-8a17-789e57c889b5_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：灰色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73229>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/280b0585-346e-41d2-a440-7999296db91f_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<73230>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/05a4a905-2cb5-48f2-87a5-a57760ee9fe5_org.jpg')"
屬性: 狗,品種：貴賓,性別： 公,體型： SMALL,顏色：白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73231>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/24914581-86dd-4ac8-8a65-cb5666269929_org.jpg')"
屬性: 狗,品種：未提供,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新北市板橋區公立動物之家 ,"('<73232>', 'https://asms.coa.gov.tw/AmlApp/Upload/pic/e448e86e-4b2f-44ff-bda1-d2755b5ca437.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73233>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/cf3917eb-0abe-444a-b3b9-55bcf4f85a70_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市板橋區公立動物之家 ,"('<73234>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8c4555dd-61d0-4ab2-9c8a-54a9818c9611_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73235>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7f3f345e-2d21-4ecb-ae49-694faab01367_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： BIG,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73236>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8520ea90-8515-42be-9ef0-6f8bb7de557b_org.JPG')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73237>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/3624234f-5850-4e41-9a16-1c444e2b4352_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73238>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/363fc87e-18e7-4f3e-9391-cac3c6ff3e3a_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73239>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8a1f2f4b-968e-4629-87f8-4dc07185368f_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73240>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73241>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b9674728-4e7f-4484-ba90-7e1c7cc22b2d_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73242>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c524b658-c4ef-4c62-ab17-b3b35557a7bf_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73243>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0d344f48-23f4-4ea8-888f-d315a0731dc1_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：咖啡棕色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73244>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黃白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73245>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a679799a-9e4d-440d-a0c3-3787b882e219_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73246>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d8c09b86-aacd-4ac5-9cd8-a930126c86be_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73247>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4624b55c-6d93-4688-9f4e-a6424345cc9b_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黃白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73248>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ce8cb4b5-5880-4034-bd25-867f190b9f2c_org.jpg')"
屬性: 狗,品種：馬爾濟斯,性別： 母,體型： SMALL,顏色：白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市五股區公立動物之家 ,"('<73249>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7700c914-285a-4669-8c1c-075d1cf6c375_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 彰化縣流浪狗中途之家 ,"('<73250>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c08cdc11-60ef-424c-803d-621772f64fd2_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73251>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/cb73b078-82a2-4882-9dcd-d78d4d1a8dca_org.JPG')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73252>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/65cc7ba0-4f57-4ec8-baf5-3167d209e0e2_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：灰色,年紀：成年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73253>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/72bd38ae-fa2f-4679-a946-503fc4d75d11_org.jpg')"
屬性: 狗,品種：吉娃娃,性別： 母,體型： SMALL,顏色：白色,年紀：成年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73254>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d40fcc10-d794-4026-9b3c-18710ff4a097_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑黃色,年紀：成年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新北市板橋區公立動物之家 ,"('<73255>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/24162861-83fc-487a-918a-11d345f02f60_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73256>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/57e08c6d-fbd6-463d-af53-7d4a904612ec_org.JPG')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<73257>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4634d710-a2a0-4ff5-af75-9b8d751d35df_org.jpg')"
